activity_id,client_code,service_week,service_cat,bill_total,currency_symbol,tech_initials,status_code,total_mins,parts_list,warranty_yn,follow_up,remarks,last_updated,rating
e1e4e56b-4a61-4614-a954-eb8c3a699db7,66fcd7a4-90f4-417e-9882-c3e29355d2bc,2025-08-31,Installation,3245.16,EUR,UCW,Cancelled,417,PartD,1,1,e6f1nrvAB7fcyRR2hGoiIFsTzGebkC,2025-08-31 11:35:29,1.9
4513c1b9-9423-4140-852f-f799f8966298,8a0daf22-ac4d-4684-a65d-00b5aa41a56e,2025-08-24,Inspection,2315.34,USD,PLX,Completed,100,,1,1,oV3vBJfG0DffiUnuxH7rKlL3JahEEx,2025-08-31 11:35:29,1.3
299fe988-4489-479b-bcbd-6b7c83ebe30b,46563216-a43b-4187-be73-27d9942182d6,2024-09-23,Maintenance,4068.72,INR,TNZ,Pending,299,"PartB, PartC",0,0,OOZS3HfuhzIjicq6RBefALOFzSVKEm,2025-08-31 11:35:29,3.4
5300ed9f-7dfc-485a-b777-19817660e3bd,83d059c3-28ed-4078-aaca-9d258c258f3e,2025-03-20,Repair,4435.62,INR,ACA,InProgress,113,PartC,1,0,HS9DLU3I4ohvVbPNFuih3px2dr3KCT,2025-08-31 11:35:29,2.5
bcde3368-08c2-454a-9b09-9de622821669,79eb1837-b186-4c72-baa7-0fa981714f32,2024-11-17,Inspection,4662.39,USD,DLO,InProgress,217,"PartA, PartA",1,1,jbLJe1Qp9NCmRKhEZN 5MWyDLKaLna,2025-08-31 11:35:29,2.6
e22df45b-e024-4ca2-97e0-3fb98f11aea8,098dd6db-6486-43fd-b68c-8ce358957935,2024-11-02,Inspection,3197.41,USD,IVE,Pending,197,PartD,1,0,OfqOjo9EZ5OfmVhsid5Bhj5Xe5uLUh,2025-08-31 11:35:29,4.4
2ca9f1f6-6455-4bf5-b1a8-46d69de722ec,b42d1a47-612d-4fbc-bd99-231a838d5827,2025-01-14,Inspection,2031.72,USD,WPV,InProgress,240,"PartB, PartB, PartC",1,0,cHpbsrENOt07OYv3tyuOmrMMsdEdFl,2025-08-31 11:35:29,3.5
152df640-9273-40ab-9d02-8835c67627d8,ee8c8843-1db4-4ea9-9425-7e56df9af61e,2024-11-24,Maintenance,3396.64,USD,FPF,InProgress,285,"PartD, PartD",1,1,k27WaJBiW5bAFGgknK5KuiCuSlFKts,2025-08-31 11:35:29,2.5
cabdeb19-da31-4fb9-8d9a-810a14e99907,5af643c5-2280-43e2-9102-3a21ae93cd19,2025-01-23,Repair,3134.08,INR,CUT,Completed,147,PartA,0,1,8PoP vMFne9Mc XgqlcWUxxPDq7tq ,2025-08-31 11:35:29,2.9
93195d43-7899-4640-a599-651a7bd22a8e,ac03e571-4505-4f10-95c0-23ed0b08818d,2025-01-05,Installation,1528.9,EUR,VFZ,Pending,235,"PartD, PartA",0,0,1UmXhlbkXrZsBN5bihUYOpmzpEFFKN,2025-08-31 11:35:29,1.3
43983b89-1bb4-411d-9f7d-653dbfb89bfe,090ec7f9-9a7d-4ae4-9d5f-8db0417414f3,2025-05-30,Installation,2539.89,INR,KAS,Completed,438,"PartB, PartA",1,1,uE74P0amwVElHRb5uFW09zOOGdWUiE,2025-08-31 11:35:29,1.5
b675f7f0-3eb7-45a9-b154-1f0ddd1e4817,7122143f-341e-476e-b082-b0ea418427aa,2025-04-25,Repair,1176.64,USD,FFX,Pending,378,PartC,0,0,icZIxD7pW2KY D1U 2rNzHJUuJBrpA,2025-08-31 11:35:29,2.2
fc4f6433-b000-431b-a455-5bd68bdcfb1e,e4a67b90-bd0c-4e13-bd20-2661227316bb,2025-08-19,Maintenance,2996.05,INR,EQD,InProgress,478,,0,1,azssWyxZ9NhGgQRLtQ0TLlLETuLP6O,2025-08-31 11:35:29,3.9
bdda5890-2793-47db-8c83-5f7861e2f4af,f836ab73-e04a-4443-a83b-feba07346999,2024-10-19,Installation,3064.56,USD,KVK,Cancelled,123,PartB,1,1,1kNOLInM8FQF1xN4OpH2jnGwZxT s5,2025-08-31 11:35:29,3.5
51ef0073-e374-448d-b814-3b3f3916da49,3875f026-14a1-4b45-94e8-b516e700fec0,2025-05-06,Installation,2425.79,EUR,AID,InProgress,177,,1,1,YKVcdVnT0w72fOSdtZ15CSXHhW00y4,2025-08-31 11:35:29,3.8
ccc39187-99ec-4ab0-acba-3de4d7fc2e55,2f7cb8d7-c8dc-4e5a-972c-33968903815d,2025-06-15,Repair,1436.83,EUR,YTE,Cancelled,287,PartD,1,1,VvWA28nTGtzh hvXG PBE14y9ipEY ,2025-08-31 11:35:29,3.9
354ce676-a7fc-407b-b9b6-f50e6c357e66,eb081bfd-77af-4689-9d07-94d58faa40a0,2025-05-17,Repair,4692.69,INR,ZDR,Pending,444,PartD,0,1,bOWrLBOmilTFZnnV3liyTwm2w5kE7q,2025-08-31 11:35:29,2.7
23251d0f-a97f-4e32-ba30-d8a2bdd3953c,3259ca0b-7266-47e0-adea-5d84b38ee0e7,2025-05-03,Installation,3768.26,INR,PPW,InProgress,219,,0,1,OzEwFenbXngf03atMJMJRP0S4R6f8w,2025-08-31 11:35:29,5.0
9f015c0a-3ff8-4938-9f37-d44c1705dbf8,dbc877f4-3cf6-40a6-bb91-3bc11fc876c9,2024-11-18,Maintenance,3024.75,USD,TSG,InProgress,263,PartC,1,0,9lG6PUzlTo0wjtODAm7j3TcjRWcSXB,2025-08-31 11:35:29,3.7
d8a0c493-afa4-403d-af1b-3d2adb46fb6f,37f0f6a9-5105-43c6-845f-3f5f2e0a5780,2025-04-10,Maintenance,505.67,USD,FQG,Pending,206,"PartA, PartA",1,1,EO4ACBemEvhxVnU2XzFiaoqWA5GfSW,2025-08-31 11:35:29,2.0
4ada2fec-cd53-4429-a7b1-68c347ffb0cf,9028b441-76f5-4504-be5a-ab07f2fbc5cc,2024-09-11,Installation,4665.78,USD,IVR,Cancelled,178,"PartB, PartA, PartC",0,0,Af70JfaGYIv4utVLeWvDtIiBK0ZqqK,2025-08-31 11:35:29,1.2
18bb82d6-fe37-4237-8179-c0a820b6f91b,9887127d-7d35-40d0-b0fa-8788b41306c8,2025-01-01,Repair,815.91,USD,YCZ,Pending,125,"PartC, PartB",0,0,bGLSThkcuyRQtYRukWJGZ8aNGWnnb0,2025-08-31 11:35:29,2.6
fed715b3-de73-4726-8201-79983fee059d,78e10eb1-70bf-4c8b-976e-6fff03184d70,2025-06-21,Inspection,2995.44,USD,BOR,Completed,399,PartA,0,1,lFSAXpeDqPGtuSUGPngBgKqltRoVzU,2025-08-31 11:35:29,3.4
d20bb378-5b2b-435c-b6a5-b7393d2c12aa,69d5ebd2-7b8e-499c-8428-f40c2c126a44,2025-04-03,Inspection,1624.44,USD,TIW,Pending,52,"PartC, PartD, PartB",0,0,VGwdKJjEnQEf8X7Xggh gy7Nwo4Dpj,2025-08-31 11:35:29,1.5
628e2b9a-cba8-4b5a-b84a-5597cc2f98b9,a938bddd-c720-48a3-b65c-c25801bcc310,2025-06-25,Inspection,722.64,EUR,MIE,Pending,325,"PartD, PartD",1,0,SQsadHAbgF8kAMs7i7lSrz9CvaM7CD,2025-08-31 11:35:29,4.5
d6e7bfa1-3c42-46d9-a9de-ec18e59633a7,ea5fedfc-c22d-487d-853c-363de215551d,2025-04-10,Installation,4666.35,EUR,NYL,Completed,304,,0,1,kuVM1G 3Fp1tEikaCs6Tr9762qQoRq,2025-08-31 11:35:29,5.0
7e7fac98-162b-4d17-ae89-9ad221a5d202,fa2064cd-858d-4269-9f5f-3dc871a9a6d8,2025-04-03,Inspection,4910.07,INR,CMT,Completed,149,PartC,1,1,RLv9rf4z45mEA4WzH5k8ozMKI A4id,2025-08-31 11:35:29,4.1
85fbafda-7b93-4075-a447-a403b78c8bdd,c8e8d048-9436-4001-b610-64612f1a70ed,2025-02-01,Repair,2682.01,EUR,JWU,Completed,254,"PartC, PartB, PartD",1,1,JXNNHjl3RAWEswc00C1ZbAA5GYcLTe,2025-08-31 11:35:29,2.7
5cc4e8df-3560-4719-ac6b-941f20b151b7,8d3f0134-922c-461b-93fe-e5a0a9ccaedd,2025-04-12,Maintenance,4709.64,INR,VOE,Cancelled,124,"PartA, PartD",0,1,jl6Bivue9hjNmmVEC3Tj3Zne4qA8j5,2025-08-31 11:35:29,2.0
b6bf8228-04f3-46ae-839f-912bd5f64532,96bd2879-5212-47b6-8a8d-38cf3638edb6,2024-09-06,Repair,3044.69,EUR,WDP,InProgress,454,,0,1,5gGWbiMEp7MuD0VXAVW9zLUedPocFn,2025-08-31 11:35:29,2.1
f8e05087-305d-45d6-9cb4-51f238dfb72c,b6c48e6a-470d-4f57-85cb-9b76afcf8067,2024-11-10,Maintenance,1685.52,INR,OVI,Pending,464,"PartD, PartC",1,0,sTcVKhnN2vLkSoWXxrJ0xb9DQ426qU,2025-08-31 11:35:29,2.9
6d8cec4c-6169-4611-bd78-1b5eac89b01c,45057759-8002-4cda-964d-ed37ffb0d9f6,2025-05-29,Repair,762.66,USD,WUE,Cancelled,351,,0,0,uXGduhji9XpyaZ9cuXahbU02y6m9Du,2025-08-31 11:35:29,1.2
2ac1ec24-29ad-4198-affb-e8aba43a0aeb,73708842-4b35-4a90-ba17-51c90837c253,2024-12-09,Installation,4186.86,EUR,JSV,Cancelled,195,PartC,1,0,s5Z3q0KQJ51lsBjEfL7YtseIdnAele,2025-08-31 11:35:29,3.9
b8c025f6-813a-47af-95fd-7aef4877b871,65c366e0-3fa3-450b-a88d-8d50d2fb4acc,2024-11-16,Inspection,1611.43,INR,RGJ,InProgress,305,,0,1,aCy5Ja2LABI19UtsHgZvwAWr d kee,2025-08-31 11:35:29,1.4
db1a9f3e-e139-415a-9ae6-4aaee05d13d3,694e9868-e4cd-4bd1-a00d-d60f03b849d6,2025-06-04,Repair,4086.33,USD,III,Completed,140,"PartA, PartC, PartA",0,0,mgboNgecVMBM0WfVlVeQZc5Yh5P52M,2025-08-31 11:35:29,4.0
541b000f-4029-4719-80bc-5b9e29b76156,0435d633-cdad-47c2-8664-31f71e49cc81,2025-08-16,Repair,2797.14,USD,LOI,Completed,113,,1,0,x0UG1NCsEAcXmuVKBg7JOaCDrGSvZ2,2025-08-31 11:35:29,1.1
0293631f-344b-4c53-bfa4-47b23afc265f,343e3498-5f85-402b-a89b-6c7c7215bcd5,2025-01-22,Maintenance,2827.58,INR,WMW,Cancelled,443,,1,1,IZWJZiJrInQ6jjt3bIEzth3WMaqZIx,2025-08-31 11:35:29,2.7
7bfa9bb3-e542-4181-ac78-7ed0bd53b24d,7540cccf-8837-444e-a303-dab1e06f9bfb,2025-05-07,Inspection,2548.95,INR,YTC,Cancelled,88,"PartB, PartB, PartD",0,1,rJU5Go9JoLvzGm6HJRzPOMzdprGmH9,2025-08-31 11:35:29,4.9
5d1786a6-582d-4d43-bd59-70762d067e58,4138a6b4-8106-44a1-a09d-1acc74388bc6,2025-07-08,Repair,3185.62,INR,WMF,Completed,172,"PartC, PartB",0,1,I4R2maMRZUqnNZA45uVO QfLj2arhj,2025-08-31 11:35:29,4.2
4308eb5a-b6c1-4ea3-9416-095a9b636abb,c29b0e0e-23e9-4f8a-aef8-002928577b59,2024-12-10,Maintenance,2703.6,EUR,CDV,InProgress,382,PartC,1,1,PtKOyk8iCDRwDHdr1c9Myin9lgnIy9,2025-08-31 11:35:29,4.9
ae7f954e-a454-4c0b-bff6-15acc7bb364a,c31dc177-f480-4f22-8d5e-35e77e6c8b57,2025-01-22,Installation,4352.57,EUR,HBC,Cancelled,413,"PartD, PartB",0,1,w7ii4AhUSA6ZImZ pPNXX0jgBHuGpC,2025-08-31 11:35:29,3.1
101b20b5-e12f-4347-99c7-494242c00bc4,0e0dcb62-edb3-420f-8fdd-9c63d7ff09b2,2025-01-08,Inspection,1779.73,USD,ZUB,Completed,347,,1,1, c3P3UBa8RSAaRKI0YVxH3UlRYieS0,2025-08-31 11:35:29,2.2
65ebf791-8781-4d3f-8311-30bb8d3a52e2,747c8467-db7b-46c2-ab66-17ae41153dde,2025-03-04,Repair,4943.76,INR,SAW,Pending,367,"PartC, PartA, PartA",0,0,YzXBc4wMncGdm5nspmXnZzFPPE2s9 ,2025-08-31 11:35:29,3.6
86ebe651-aa6f-45ff-9772-1e767dc3edb3,bacffdcc-153d-457e-9e5a-0781d97714fd,2024-10-27,Repair,1351.51,EUR,SYK,Cancelled,333,,0,1,TNAkdzwsQcuhzl1COvKPd4pWcfR3rj,2025-08-31 11:35:29,3.9
e2525975-b866-42c2-aa3c-7f7c44b30655,06fef4f5-716e-426f-9cd9-2ded09d14409,2025-04-13,Installation,1998.68,INR,CTJ,Cancelled,103,,0,1,aGqieSXT 4b P2cjyEGs bQiBd3ltt,2025-08-31 11:35:29,3.1
24c830b1-2b49-45b7-947f-9ac6dd6a4fdb,2f414d47-3733-474a-be4b-18df3da198aa,2025-07-04,Installation,2052.06,INR,SKK,Cancelled,261,"PartA, PartB",0,0,4DYZv2xC8ISDqZAe2mQlsX4 XmDxwv,2025-08-31 11:35:29,2.2
3db1dda8-a752-469c-a5e0-202e8a02a9c1,9bc967e9-1d0d-4cbc-a4a1-be76dedc8a0b,2024-12-01,Repair,946.7,INR,NUV,Pending,345,"PartB, PartB",1,0,FpDMk8DjEOgkwgeBHlYSD9FRjHU2gK,2025-08-31 11:35:29,3.2
6e99bfaf-2684-4dd8-96f1-326505b7d4db,198c95ec-152b-40a4-8e39-265980c7e467,2025-04-06,Installation,3365.68,USD,WDG,Completed,61,,1,0,fPmgDKX4CA3BNVgFtqqiWMpJxZ8Cea,2025-08-31 11:35:29,3.2
c3bc7e13-f0d2-4ece-9f7f-8d9131678515,b5176044-b837-4fc2-9bab-fe60d4cbc375,2025-07-16,Repair,1333.57,INR,ARW,Pending,220,PartC,1,0,WBg1D9fT1jl7E5JSaxGj AgYIWjti4,2025-08-31 11:35:29,4.9
24500b83-a206-4247-9eab-792c843630d5,67594f58-e383-4a9b-840a-9268924ce53c,2024-09-16,Repair,2474.23,USD,LAF,Completed,83,,0,0,PDdOkF81N3wu7iCsMDa1134VjuPAli,2025-08-31 11:35:29,3.8
4b3891f2-1010-4f7a-9e5c-d65b60e951c8,3fa3edee-0845-497e-9d75-36f0923b746b,2025-08-08,Repair,2435.12,EUR,BWV,InProgress,258,,0,0,wdz8kFsnTgZxJEaZAmfbpGXzX2Kx63,2025-08-31 11:35:29,1.0
e4b3365b-c88e-42a2-8c0b-32aba119a087,cdbc32b0-6755-4220-b3b3-fd8d59eedeb1,2024-10-18,Installation,4474.66,USD,JLK,InProgress,342,PartD,1,1,L5IQgx08pfv8ten5uL0AaR5fK 9IY7,2025-08-31 11:35:29,3.0
7d9ca1ad-1792-41f8-b14b-7481ab69f539,57540099-93c1-4a2e-b827-3203757e31f7,2025-06-20,Installation,1137.14,USD,SAC,Completed,163,"PartB, PartD, PartB",1,1,uSbGPYMx5B6k6783NDk2aIOX27TbFv,2025-08-31 11:35:29,1.3
e8a16f72-2399-4f0a-92c8-2ec580214687,5994fea2-1b63-4f58-9b29-7f0a97abb99a,2025-06-25,Maintenance,4056.96,USD,VYX,Pending,328,"PartA, PartA",1,0,A9EwuuxYmrZSR7Tf1GydrPTIJDa4u3,2025-08-31 11:35:29,1.1
b13b2b11-2164-4ca5-a3e9-6e69113d9974,6a23b44e-90ab-48b3-b8ed-f7282ed20a8a,2025-01-09,Repair,4542.07,INR,EDX,Pending,324,PartD,0,0,LG8Ti5CahpAcy60Fs6zkNa2oz2CVTz,2025-08-31 11:35:29,3.2
d40c6b2f-9554-4c19-bc9e-904ebbc0e71b,902e5a81-ba3d-4766-b2a8-80cf7a7614a7,2025-03-31,Repair,4848.11,EUR,UJV,Pending,179,,1,1,NizF7v5bZ1gX5PdEO5ysxdfSh GLrn,2025-08-31 11:35:29,4.5
6c1ed036-9a60-45f6-9915-9428d3966a90,3afe1603-ceb5-42ee-8be4-e41b6f5c9d1a,2025-08-16,Installation,2890.4,EUR,GQF,Cancelled,230,PartB,1,0,PeAKq60BzX99Kw1geOVcKgB3w5v3lv,2025-08-31 11:35:29,2.2
29a8a425-9ab5-4e73-a071-a8217d12fd22,80e38f64-5652-4629-94b3-908323eedb7c,2025-07-15,Repair,2484.73,EUR,DPD,Completed,334,"PartC, PartA, PartC",0,1,IOE4D5z0UXPws8wsrBBr1UtgNGqFP9,2025-08-31 11:35:29,4.9
62ec2855-2abe-4d02-bc66-d06a9e841ba6,33b629f6-ebc5-4151-93fb-6559a869605e,2025-01-14,Maintenance,2421.77,USD,CKR,Completed,348,,0,0,s619zn86Yslmy2ROSiEv8r5Kr1dgYE,2025-08-31 11:35:29,1.5
9b1d157d-44c9-42ed-9421-62aaf73614c0,64eff127-ba44-4013-a2df-e46abb0dd3c5,2024-10-20,Maintenance,1459.95,INR,RFY,Pending,403,PartA,0,0,hU7DjeX0KJ8q4SYi8ySmXjxQ8p2kxd,2025-08-31 11:35:29,2.1
7809f92d-a158-446d-b0b3-012c63168faf,22fec2bb-accc-4d89-b3b8-a55c3b96ba1a,2025-05-12,Installation,3899.55,EUR,OHP,Completed,338,"PartA, PartB",1,0,NS9z0CUPP0uio  xB2nxPlNiY4zpMx,2025-08-31 11:35:29,1.0
b3d44ced-23e8-466f-a726-8ec4b06e030d,5c8f02f9-6f62-4b7d-8411-203570cc4538,2025-03-14,Repair,4709.41,USD,LBS,Pending,433,"PartC, PartA, PartA",0,1, UNY30TPWiK0832nszVPcwJDVWx1pr,2025-08-31 11:35:29,3.0
a19d7394-eb28-4d3e-81d6-da0e337ccadf,464235ab-a491-49a3-a1e3-9d43f7ec2958,2024-11-15,Installation,4467.28,USD,IVC,Cancelled,68,,1,1,FeVWqtX6HLGZ8T9X89bRWdTgXOez0G,2025-08-31 11:35:29,5.0
aa5f9d15-6aa3-4cf5-a3a4-dd5e6d04c4bf,2846c5c6-e818-41a0-922c-686f0ec836d5,2024-09-09,Repair,4112.45,USD,TZA,Pending,209,"PartB, PartB",0,1,5rRexDNTDtpqFBS0GddTrOacfBpBFB,2025-08-31 11:35:29,3.5
a70f3148-e5cd-438a-aa66-9a01a25a186c,dfd6aa19-257d-4673-a0e2-c559c919e006,2025-08-04,Repair,3131.38,USD,WRY,Completed,73,"PartA, PartC",0,0,N5U1hDklygkljj57O2WDCZRyktKHC ,2025-08-31 11:35:29,1.9
1f9ab79c-71c6-4444-87f3-525bab7299bb,f80c5355-cd4e-4810-ad5d-986875cc39da,2025-04-24,Maintenance,4162.67,USD,JKT,InProgress,274,,1,0,DUCBydflJ wwTl4D0g7ZhJpgiC8dBz,2025-08-31 11:35:29,4.3
0c689aed-34d6-43a2-876a-f88bc27a5cc1,0c4682cb-4824-416a-9541-39a664a4bdf2,2025-08-24,Installation,4793.28,EUR,MFX,InProgress,46,,1,1,L8oVRLqvHcTYYCV1VhYpflypM2vrqN,2025-08-31 11:35:29,3.3
72b83ef3-c87a-43d0-9bf4-57f71706d1d1,f40243b6-fc1b-4d67-8874-851924289726,2025-06-22,Maintenance,4389.84,INR,YTB,Pending,314,,1,0,diO10ufSoyW150iquu3Z7S5okHeWU0,2025-08-31 11:35:29,4.5
ab0c5551-885a-4fe7-8662-30283738dec3,c773721b-9653-491b-a488-a27f4fbe67b4,2025-01-09,Inspection,2526.93,INR,OLT,Cancelled,367,"PartC, PartA",0,1,t9Gmtj Uy5ZJz4NRSJD 4TZ9Gch2Dy,2025-08-31 11:35:29,3.0
47f14abd-8129-4aaa-842c-fac3c52e538d,b703aa75-268c-4ac4-a374-2b485b5f4370,2024-11-06,Maintenance,4991.47,INR,DAZ,Completed,72,"PartD, PartA",0,0,SD2MUrZH8dAUwtowm1NQmbRkDC979U,2025-08-31 11:35:29,3.7
e96b5201-8a46-4802-93d7-3fbd86c25a5e,c7d1811e-2456-40e8-8514-61832372b7ae,2025-08-21,Installation,2835.06,USD,RGF,InProgress,176,"PartC, PartA",0,0,nbkL9FZpfAwO8NMNohUyBaXqfbKYlx,2025-08-31 11:35:29,1.9
525cfb87-6579-4a0d-9234-03b821db56f8,9d230ca8-8f71-4a6c-bb1f-ca2b70290494,2024-09-09,Inspection,1601.33,INR,MCN,InProgress,295,,0,1,tYL6sPOj1IPxXgFH0ZbVKBqVb2fXeF,2025-08-31 11:35:29,4.3
b6cfc05f-eca3-4883-ba19-c70b2890d61f,0b88daaf-2132-4c5e-8e68-e89927b78cfd,2025-01-07,Maintenance,4520.36,USD,XOO,Cancelled,431,"PartC, PartC",0,1,8nDYE69QFfwAO1B0WXzvE0rtsmYZW2,2025-08-31 11:35:29,2.5
7376e392-49a8-46db-bb14-e3015c6cc95f,3c8ace8a-80d4-4094-bca5-816566923499,2024-10-29,Inspection,4289.67,EUR,RTP,Completed,284,PartA,1,1,cHxooxoxRIPtzJUb3pkqdtb3QYXBWh,2025-08-31 11:35:29,3.2
0bed9434-4399-4222-b157-9ded57f638a6,7d9adf2a-8b87-4ca8-b932-1db891ff1782,2025-03-30,Maintenance,2053.52,EUR,CIS,Completed,63,"PartA, PartA",1,1,oNPgOldBvrsP67LwYfd1FL04CIO2m ,2025-08-31 11:35:29,2.0
b0df1cc3-cfd8-4c47-8c58-8ed42cd64aae,3e50fd7d-1145-4ede-a1ba-c203533dbd79,2025-03-15,Inspection,4044.41,USD,LNS,Pending,297,PartD,1,0,18ynBHcxh61IC6jy7hkocTK8kqnHDD,2025-08-31 11:35:29,3.6
185f50cd-373b-4e1c-ac4b-840a8618c75d,48f17df8-a963-49cc-86c1-ac7f7521d197,2025-08-10,Inspection,3140.04,USD,DMS,InProgress,150,"PartA, PartD, PartB",0,0,WMZnvK50JMlLh7BxlqMl9jHseJd1oY,2025-08-31 11:35:29,3.8
51cbba80-6528-4ecd-94b3-e11a457473ea,baf083b4-b42e-4cdc-b35e-a37e635acfb5,2025-01-15,Inspection,3775.88,INR,SOJ,Cancelled,235,PartC,1,0,L5LA8Lkuutp1myjOloZ0VZV3sFgw0D,2025-08-31 11:35:29,3.8
2967cdbc-59e5-457d-bf8d-9aeb3134c735,3dcd38d0-1f13-4f38-946b-72ac0bf3c691,2025-05-13,Repair,2253.22,USD,TCW,InProgress,260,PartA,1,0,RjY5YIUIdWgso8vsjnsFAAB1QDfNff,2025-08-31 11:35:29,3.9
ef751d0c-18e1-47b6-8800-cfc9e31ef0be,ae23ac87-f8ca-4099-85d4-33ac6e5080d3,2025-02-02,Inspection,3764.9,EUR,SGZ,Cancelled,238,PartC,0,1,KaxVSe4avEYxt55kFTrsUcpiI2X8w8,2025-08-31 11:35:29,2.1
644293e5-cdec-4f0f-99a7-505156ed3618,78b048d6-0cb7-428f-b2a1-4d73be3d8847,2025-07-24,Installation,2570.78,INR,GPZ,Cancelled,46,"PartA, PartC, PartC",1,1,EdV84367PRHObtISgTb8m1DRcFRuqf,2025-08-31 11:35:29,4.6
ae287492-f9ab-42d5-a6fb-683596255d2b,81c2232b-9a36-4800-aa1f-dfa6c791d637,2025-07-02,Maintenance,4343.52,EUR,DVB,Cancelled,457,,0,1,dgEx 8pNx TCT1yg2Kjj3Wq3fckZHZ,2025-08-31 11:35:29,2.4
9fae9555-e8ec-452b-9c17-a87ec62dfc2d,71210524-fd0d-4a03-9476-a1ee6f984ad5,2025-08-27,Maintenance,1010.41,INR,WSA,Pending,220,"PartA, PartD",0,1, aBfdwsrxVoWeENH8czL8cCDRegdvV,2025-08-31 11:35:29,1.8
1dbcf2d7-2b32-4bed-ba9d-0bce33e88439,6335c816-be26-43d8-9b58-390ab5735484,2024-12-11,Installation,805.59,EUR,BBZ,InProgress,108,"PartB, PartC, PartC",1,1,RSrmzEcjv 41T9hnXa9aRHlqIhNCY7,2025-08-31 11:35:29,1.9
2987fbea-e51a-4086-84eb-958072b6cb13,c6030516-f059-4206-9333-d9772ab07bad,2024-10-24,Repair,1736.34,EUR,NOV,Pending,229,,1,1,Z6dNyXw9vfnTjaHzqhaLH9C1d3XAT5,2025-08-31 11:35:29,3.0
a4ba58e1-3912-4be4-b06d-7328cbbc31a0,dddc9f68-9400-49db-9c32-de171cafa3c1,2024-09-19,Repair,4782.85,EUR,LMY,InProgress,109,"PartA, PartB",0,0,ZYL1pPhMB4e7Uq2akb3ighY8Re rol,2025-08-31 11:35:29,1.6
86b772dc-4068-4f80-8fab-1d91baca1ef1,8fc4e9c1-bb77-48d7-b17e-7e4d68f63877,2025-03-20,Maintenance,625.13,EUR,IXL,Cancelled,226,,0,1,FvepH tu8aASEMRS5bwj5cgqSSgZZK,2025-08-31 11:35:29,1.7
553516c6-8b79-45ce-807e-0157827223c0,5988f873-3741-4be8-90ca-5a8e31f4944e,2025-03-10,Installation,2248.81,USD,ZZM,InProgress,62,PartA,0,1,tL7SnreOa6Pdnu2P6P Eeyvb YCivX,2025-08-31 11:35:29,4.5
36eef612-b0a8-4f1f-a616-594b0e67c81a,56cf5370-5ff9-46f4-99d2-4c42f2f63cc6,2025-08-26,Inspection,3850.9,USD,BDG,Completed,122,"PartD, PartD",0,1,bSarKFHqIg4ic6WOroHJPs21 YZCps,2025-08-31 11:35:29,1.5
1518d3c3-65ae-4183-b7df-b8b8994bf8a0,a2e1c073-7d9b-4ed1-89e1-3ab8fd08c598,2025-06-05,Maintenance,1885.56,EUR,USV,InProgress,411,"PartD, PartB, PartC",0,0,i BIha4NUBikthtXBafRn22w86mizL,2025-08-31 11:35:29,2.7
6b286fba-0a10-4dc8-a6ea-270fa4c70960,6ea21257-4734-4906-b798-9c5e4b850a0f,2025-07-08,Repair,2747.12,EUR,OKI,Completed,363,,0,0,wHSMVGq5hesOrcQEE8gPAjURFVZP6b,2025-08-31 11:35:29,3.0
9daf1fa7-81bc-490b-9227-08991b8245ae,005a7c1a-c3a4-4546-b195-c44a626c1202,2025-01-18,Installation,4231.35,EUR,RIZ,Cancelled,203,,0,0,nNyw2WxuSpcKyHUrZ7bNzQgSVtP6Cq,2025-08-31 11:35:29,1.6
c876e75d-2835-4002-8844-f23d43ce722c,86441565-8c44-4d4a-953a-c6ca48aed1da,2025-03-11,Inspection,638.53,INR,XSS,InProgress,288,,0,1,fnfbAZeYyrQpPqjufV8Oo1x7rnWeCa,2025-08-31 11:35:29,3.8
4d09e95b-e9d8-4d6f-b746-d2982c81755b,ca66c883-71da-4d49-9585-47c46aa3b880,2025-06-10,Inspection,3246.73,USD,TXP,Completed,46,PartB,0,0,AC JyfCpNtg1WPQ9a17aoP7ppMxmcL,2025-08-31 11:35:29,2.3
ea7ce683-4966-42b7-b73f-2fac73daf4c6,dba239b5-4062-4982-8205-4a3fe7d144f1,2025-07-18,Repair,4247.3,INR,RGC,Completed,122,"PartB, PartD",1,0,tf84TZGM owZDAd1Uz48GzKYdsZFBv,2025-08-31 11:35:29,2.5
93b47719-1b37-4c0c-8b58-e428a4e947b1,1aee2fc0-670f-40c3-9fa5-50f6020a465d,2025-01-09,Inspection,4776.36,USD,RLL,Pending,304,"PartD, PartB, PartB",1,0,o4vX7cZmTMqQTYfKvMdD6jbVQBmwmY,2025-08-31 11:35:29,4.7
9caca0ca-81f1-4250-858b-def4e9e29d88,a00f1ad4-ecdc-44c5-905f-2bf5b0bbfc0f,2025-06-13,Maintenance,3539.38,INR,XQG,Completed,385,"PartD, PartC, PartA",0,0,P0oA0y Ls2NliFpVjo5wpDlS05uTXM,2025-08-31 11:35:29,3.3
1587da4f-9886-4bb3-a227-37de36baa580,8a66befa-625c-4c02-8326-fcff27e4bfe0,2025-03-27,Repair,1319.17,EUR,DXN,Completed,444,,0,0,s1mIHnyWtk9mwuVSPwIAZ2tqiNOSny,2025-08-31 11:35:29,1.7
